CustomerID,recency,frequency,total_quantity,total_spend,avg_order_value,unique_products,country,target_30d_spend
12389.0,332,3,614,1433.33,29.251632653061222,41,Australia,0.0
12390.0,9,1,353,549.84,17.1825,32,Belgium,0.0
12391.0,394,5,920,2312.53,12.776408839779007,159,Cyprus,0.0
12392.0,521,1,73,234.75000000000003,33.53571428571429,7,Australia,0.0
12393.0,2,6,1311,2399.4500000000003,22.42476635514019,63,Australia,0.0
12394.0,147,1,182,381.08,18.146666666666665,21,Belgium,891.4
12395.0,42,11,3244,3948.21,20.35159793814433,122,Belgium,346.68
12396.0,604,1,591,931.43,14.329692307692307,65,RSA,0.0
12397.0,65,1,704,1214.81,17.35442857142857,70,Belgium,0.0
12399.0,49,7,2198,1962.3,17.83909090909091,67,Belgium,0.0
12400.0,344,1,91,205.25,18.65909090909091,11,Australia,0.0
12401.0,233,1,11,84.3,16.86,5,Belgium,0.0
12402.0,253,6,584,1256.9,17.955714285714286,43,Belgium,0.0
12403.0,451,1,164,591.6600000000001,147.91500000000002,4,Denmark,427.7
12404.0,612,1,1,63.24,63.24,1,Finland,0.0
12405.0,78,1,857,1710.39,31.67388888888889,54,Finland,0.0
12406.0,113,4,2391,4596.31,41.784636363636366,81,Denmark,0.0
12407.0,64,4,1237,1407.3600000000001,21.990000000000002,50,Belgium,300.76
12408.0,28,7,1864,3586.27,26.369632352941178,90,Belgium,0.0
12409.0,8,7,13143,23419.29,88.70943181818183,177,Switzerland,0.0
12410.0,238,3,341,1013.71,25.342750000000002,36,Switzerland,0.0
12411.0,339,1,138,346.9,15.768181818181818,22,Australia,0.0
12412.0,4,6,1997,2596.93,20.448267716535433,82,Denmark,0.0
12413.0,166,3,238,805.25,19.640243902439025,37,Spain,194.20000000000002
12414.0,147,6,495,952.41,34.01464285714285,21,Austria,0.0
12415.0,29,22,80774,121631.72,149.79275862068965,438,Australia,16471.77
12416.0,586,1,132,202.56,18.414545454545454,11,Australia,0.0
12417.0,36,18,2567,5984.33,18.356840490797545,252,Belgium,0.0
12418.0,42,4,1088,2021.2,19.815686274509805,90,Switzerland,0.0
12419.0,315,2,231,503.01,20.1204,23,Spain,0.0
12421.0,44,5,575,920.12,16.430714285714284,38,Spain,0.0
12422.0,25,17,2596,5231.8,30.417441860465118,137,Australia,0.0
12423.0,30,9,1590,2413.75,16.30912162162162,119,Denmark,0.0
12424.0,92,4,2025,3340.03,36.30467391304348,78,Australia,0.0
12425.0,8,2,1147,1741.41,19.136373626373626,87,Portugal,0.0
12426.0,124,2,584,1345.21,17.470259740259742,73,Germany,0.0
12427.0,301,1,158,607.0,30.35,10,Germany,282.58
12428.0,50,8,3386,7548.12,27.054193548387097,252,Finland,0.0
12429.0,102,7,2832,6580.39,45.071164383561644,107,Denmark,0.0
12431.0,49,23,3919,9245.09,26.042507042253522,220,Belgium,1011.44
12432.0,100,3,1427,4016.66,52.85078947368421,75,Norway,1042.66
12433.0,21,6,11476,13600.62,26.460350194552532,227,Norway,1498.66
12434.0,14,3,532,1103.43,15.763285714285715,62,Australia,0.0
12435.0,9,6,4958,13925.93,124.33866071428572,88,Denmark,0.0
12436.0,29,1,211,509.01,31.813125,16,Norway,0.0
12437.0,8,33,7048,10766.0,22.61764705882353,230,France,263.46
12438.0,70,1,586,890.0699999999999,18.16469387755102,49,Norway,0.0
12439.0,612,2,484,1158.18,16.085833333333333,69,Cyprus,0.0
12440.0,392,2,331,859.2,26.85,21,Austria,0.0
12441.0,296,1,242,347.1,15.77727272727273,11,France,0.0
12443.0,662,1,182,485.31,23.11,21,Norway,0.0
12444.0,15,3,828,3189.81,25.51848,107,Norway,879.01
12445.0,350,1,144,301.58000000000004,15.079000000000002,20,Spain,0.0
12447.0,173,1,190,476.49,18.326538461538462,26,Belgium,0.0
12449.0,21,5,1758,3493.18,24.599859154929575,93,Denmark,0.0
12450.0,86,5,442,688.2,18.6,31,Spain,0.0
12451.0,148,5,6889,8942.18,25.403920454545457,259,Switzerland,2539.56
12453.0,64,1,473,707.09,16.443953488372095,43,Austria,0.0
12454.0,325,4,6697,13151.44,526.0576,9,Spain,3528.34
12455.0,3,10,3302,5879.95,25.902863436123347,199,Cyprus,0.0
12456.0,61,2,1073,2265.4,26.34186046511628,77,Switzerland,915.64
12457.0,11,7,1061,2799.56,33.72963855421687,63,Switzerland,196.35
12458.0,1,4,986,1777.49,21.160595238095237,71,Switzerland,0.0
12459.0,535,1,258,454.36,19.754782608695653,23,Spain,0.0
12460.0,386,1,170,326.65,18.147222222222222,18,Belgium,0.0
12461.0,24,2,287,826.88,23.62514285714286,35,Switzerland,0.0
12462.0,233,1,287,762.11,19.05275,40,Spain,0.0
12463.0,105,3,577,985.79,16.16049180327869,51,Belgium,358.99
12464.0,36,6,81,780.55,37.16904761904762,6,Belgium,0.0
12465.0,99,1,294,440.94,16.959230769230768,26,Belgium,0.0
12466.0,612,1,1,56.73,56.73,1,France,0.0
12467.0,353,1,129,132.8,14.755555555555556,9,USA,0.0
12468.0,117,5,2201,3670.74,24.4716,127,Germany,0.0
12469.0,452,2,2552,3070.54,40.40184210526316,76,Thailand,0.0
12470.0,619,1,95,211.95,9.215217391304348,23,Unspecified,0.0
12471.0,8,70,13390,31919.899999999998,33.00920372285419,221,Germany,2385.38
12472.0,68,17,10290,16236.08,19.775980511571255,367,Germany,1376.43
12473.0,44,2,878,1186.25,18.25,60,Germany,1697.98
12474.0,28,26,5905,9410.72,17.656135084427767,285,Germany,1835.0
12475.0,339,1,236,426.26,17.0504,25,Germany,723.38
12476.0,14,19,4554,11024.26,26.693123486682808,297,Germany,1097.16
12477.0,30,6,4984,15890.66,34.32107991360691,276,Germany,2348.02
12480.0,73,6,2341,4328.17,21.426584158415842,146,Germany,0.0
12481.0,109,13,6310,10866.83,32.83030211480362,213,Germany,1307.76
12482.0,506,29,27042,23691.4,116.1343137254902,42,Sweden,0.0
12483.0,28,17,1854,4259.66,36.40735042735042,60,Sweden,454.2
12484.0,30,10,2939,5491.58,13.361508515815085,296,Spain,0.0
12485.0,459,1,414,708.1,20.826470588235296,34,Sweden,0.0
12486.0,361,1,523,1037.28,21.168979591836734,49,Sweden,0.0
12487.0,660,1,174,285.29999999999995,142.64999999999998,2,Sweden,0.0
12488.0,5,1,169,553.39,26.351904761904763,21,France,0.0
12489.0,266,1,105,334.93,22.328666666666667,15,France,0.0
12490.0,23,17,4852,7958.3,20.83324607329843,171,France,0.0
12492.0,35,2,321,578.39,18.65774193548387,30,Germany,136.82
12493.0,95,2,207,433.74,19.715454545454545,20,France,0.0
12494.0,91,7,645,1495.63,17.59564705882353,62,France,214.74
12495.0,570,1,130,357.4,21.023529411764706,17,Sweden,0.0
12496.0,550,2,33,54.09,4.160769230769231,10,Spain,0.0
12497.0,11,3,5685,6248.5,109.62280701754386,41,Germany,0.0
12499.0,490,1,302,393.72,14.582222222222223,27,Germany,0.0
12500.0,36,14,1969,3471.23,29.668632478632478,75,Germany,1866.94
12501.0,266,1,1783,2169.39,14.559664429530201,149,Germany,0.0
12502.0,25,5,820,3723.87,25.332448979591835,102,Spain,0.0
12503.0,514,1,561,1126.0,563.0,2,Spain,0.0
12504.0,347,2,368,297.0,27.0,8,Germany,0.0
12505.0,338,1,324,955.2,22.742857142857144,42,Italy,0.0
12506.0,162,1,23,73.5,3.1956521739130435,23,France,0.0
12507.0,64,4,1256,1844.06,37.633877551020404,46,Spain,0.0
12509.0,214,1,55,176.5,25.214285714285715,7,France,0.0
12510.0,72,9,2049,5178.02,35.71048275862069,94,Spain,0.0
12511.0,358,1,1753,3084.02,16.231684210526314,190,Greece,0.0
12513.0,42,1,462,612.29,17.494,35,France,0.0
12514.0,197,2,840,1597.76,19.02095238095238,76,Italy,0.0
12515.0,283,1,131,383.7,23.98125,16,Italy,0.0
12516.0,7,4,1952,2648.62,35.792162162162164,49,Germany,0.0
12517.0,3,3,1051,1955.9,9.448792270531401,181,Germany,0.0
12518.0,7,2,482,849.73,16.661372549019607,46,Germany,381.06
12519.0,406,1,212,385.7,17.53181818181818,22,Germany,340.84
12520.0,9,5,1439,2634.26,17.330657894736845,121,Germany,0.0
12521.0,72,1,309,599.68,15.781052631578946,38,Germany,0.0
12523.0,9,20,2033,3724.51,17.323302325581395,150,France,385.22
12524.0,92,15,5769,9762.869999999999,46.05127358490566,138,Germany,1055.44
12525.0,428,3,509,973.73,16.228833333333334,56,France,0.0
12526.0,24,1,318,520.3,17.941379310344825,29,Germany,519.28
12527.0,11,5,526,735.51,22.9846875,26,Germany,0.0
12528.0,44,4,503,1287.37,19.805692307692308,46,Germany,274.51
12529.0,458,1,192,316.48,15.07047619047619,21,France,0.0
12530.0,53,8,2400,3318.63,24.04804347826087,85,Germany,440.63
12531.0,616,1,1074,1807.98,16.43618181818182,110,Germany,0.0
12533.0,557,2,704,1367.89,18.998472222222222,63,Germany,0.0
12534.0,60,1,651,1089.18,17.28857142857143,63,Germany,0.0
12535.0,21,2,219,716.35,21.069117647058825,28,France,0.0
12537.0,338,1,449,732.94,17.04511627906977,43,Sweden,0.0
12538.0,308,1,145,276.5,21.26923076923077,13,Spain,0.0
12539.0,192,6,4089,10164.09,22.047917570498917,247,Spain,0.0
12540.0,7,29,9429,19350.24,29.452420091324203,310,Spain,1442.27
12541.0,103,2,419,536.14,19.14785714285714,27,Spain,0.0
12542.0,414,2,522,481.88,12.355897435897436,39,Spain,0.0
12543.0,378,1,688,980.25,22.796511627906977,43,Spain,0.0
12545.0,5,2,523,1000.39,20.0078,42,Spain,0.0
12546.0,7,1,475,760.2,16.893333333333334,45,Spain,401.3
12547.0,127,3,309,383.58,18.265714285714285,13,Spain,0.0
12548.0,96,1,49,95.19999999999999,19.04,5,Spain,0.0
12549.0,505,6,1366,1575.68,32.15673469387755,38,USA,0.0
12550.0,9,1,569,964.83,16.92684210526316,57,Spain,0.0
12551.0,287,1,100,168.0,16.8,10,Spain,0.0
12553.0,40,9,1711,3336.06,18.33,96,France,477.55
12554.0,378,1,240,468.5,18.01923076923077,26,Spain,0.0
12555.0,612,1,1,129.23,129.23,1,Spain,0.0
12556.0,81,1,166,312.9,4.670149253731343,60,Spain,290.81
12557.0,88,7,5862,15726.14,291.2248148148148,15,Spain,0.0
12559.0,240,2,283,561.71,26.74809523809524,21,Germany,0.0
12560.0,42,2,820,1436.31,18.653376623376623,77,Germany,0.0
12561.0,232,1,177,238.85,14.928125,16,Germany,0.0
12562.0,11,6,1555,3179.05,23.036594202898552,79,France,513.6
12563.0,338,1,113,249.24,19.172307692307694,13,Italy,0.0
12564.0,191,1,133,456.9,21.757142857142856,21,France,0.0
12565.0,218,1,80,145.92,16.21333333333333,9,Saudi Arabia,0.0
12566.0,16,1,265,351.65,18.507894736842104,19,Germany,0.0
12567.0,26,14,5314,12158.56,21.78953405017921,315,France,0.0
12568.0,574,1,48,70.0,14.0,5,Germany,0.0
12569.0,22,15,857,2167.68,23.56173913043478,48,Germany,706.72
12570.0,612,1,1,77.52,77.52,1,Spain,0.0
12571.0,51,1,197,248.35,17.739285714285714,14,France,0.0
12573.0,157,5,479,717.41,6.028655462184874,107,France,0.0
12574.0,245,1,61,218.45,19.85909090909091,11,France,0.0
12575.0,387,2,315,622.8199999999999,16.389999999999997,34,France,0.0
12576.0,25,7,1192,1763.44,15.202068965517242,97,Poland,0.0
12577.0,289,6,859,1191.84,5.368648648648648,195,France,0.0
12578.0,260,3,1932,3456.6,27.0046875,109,Italy,0.0
12579.0,8,1,285,440.42,15.18689655172414,29,France,0.0
12580.0,176,2,569,1052.9,18.153448275862072,52,Germany,0.0
12582.0,168,4,985,1980.4,19.22718446601942,88,Finland,0.0
12583.0,0,23,7839,12266.3,30.58927680798005,129,France,314.20000000000005
12584.0,10,5,186,1062.39,21.681428571428572,32,Italy,661.0600000000001
12585.0,164,2,1279,2040.1,23.44942528735632,77,Germany,0.0
12586.0,304,3,608,1865.73,22.47867469879518,76,Italy,0.0
12588.0,329,3,385,743.88,20.663333333333334,27,Finland,0.0
12589.0,74,7,1541,4180.48,26.970838709677416,107,France,0.0
12590.0,141,2,4283,9864.26,145.06264705882353,68,Germany,0.0
12591.0,247,3,677,1352.15,19.596376811594205,63,Italy,0.0
12592.0,22,5,1875,2582.66,31.88469135802469,42,Germany,0.0
12593.0,38,3,206,418.09999999999997,19.909523809523808,14,France,0.0
12594.0,51,13,2431,4281.79,24.607988505747127,78,Italy,722.4000000000001
12595.0,434,1,271,299.02,15.737894736842104,19,Germany,0.0
12596.0,172,1,156,269.95,17.996666666666666,15,Spain,348.32
12597.0,113,2,675,1428.81,18.318076923076923,72,Spain,2176.45
12598.0,1,8,2201,3457.15,22.304193548387097,111,France,0.0
12599.0,56,12,1982,2121.18,17.825042016806723,42,France,0.0
12600.0,14,20,1253,4664.34,37.92146341463415,49,Germany,0.0
12601.0,119,6,290,681.26,20.03705882352941,24,Germany,0.0
12604.0,9,2,201,254.18,15.88625,15,France,0.0
12605.0,306,4,929,1232.95,16.223026315789475,63,Germany,0.0
12606.0,612,1,1,21.0,21.0,1,Spain,0.0
12608.0,334,1,323,415.79,25.986875,16,United Kingdom,0.0
12609.0,8,9,1553,3435.86,19.633485714285715,129,Germany,0.0
12610.0,36,2,625,1256.25,17.447916666666668,68,Italy,595.0899999999999
12612.0,4,1,262,704.0400000000001,37.054736842105264,19,Germany,0.0
12613.0,127,9,3278,4953.21,19.972620967741936,173,Germany,1881.8600000000001
12614.0,207,1,76,315.6,15.780000000000001,20,Germany,0.0
12615.0,1,6,2692,4661.18,20.716355555555555,178,France,0.0
12616.0,25,3,498,1131.1,20.946296296296296,32,France,0.0
12619.0,7,8,2535,2900.52,42.036521739130436,42,Germany,0.0
12620.0,10,2,740,939.3199999999999,16.479298245614032,56,France,0.0
12621.0,11,32,12342,22346.78,33.15545994065282,299,Germany,630.55
12622.0,162,1,69,180.1,16.37272727272727,11,Germany,0.0
12623.0,206,7,1971,3747.84,21.663815028901734,112,Germany,0.0
12624.0,36,2,355,641.13,16.87184210526316,36,France,0.0
12625.0,141,4,3309,5164.88,28.22338797814208,144,Germany,0.0
12626.0,42,6,2337,4774.0,23.174757281553397,170,Germany,1594.51
12627.0,26,5,1575,2727.83,19.346312056737588,112,Germany,1183.72
12629.0,315,2,722,1558.22,34.62711111111111,40,Sweden,0.0
12631.0,386,5,1371,2841.07,18.69125,105,Finland,640.5
12632.0,450,2,694,804.88,22.99657142857143,32,Germany,0.0
12633.0,59,6,3144,5462.93,18.772955326460483,213,Germany,215.23000000000002
12634.0,465,2,337,490.0,24.5,20,USA,0.0
12635.0,19,4,1949,2930.41,16.37100558659218,159,Germany,0.0
12636.0,668,1,1,141.0,141.0,1,USA,0.0
12637.0,21,11,4126,7981.91,14.304498207885304,273,France,358.4
12638.0,569,1,86,249.8,27.755555555555556,9,Sweden,0.0
12639.0,168,3,631,1312.37,20.50578125,58,Sweden,0.0
12640.0,11,1,246,764.59,18.20452380952381,42,France,0.0
12641.0,45,1,72,185.9,18.59,10,Sweden,0.0
12642.0,37,1,277,366.45,15.268749999999999,24,Germany,291.96000000000004
12643.0,58,12,4785,8350.42,160.585,14,France,0.0
12644.0,59,4,1032,1918.49,17.283693693693692,106,Germany,0.0
12645.0,39,7,1866,3074.98,21.06150684931507,106,Germany,0.0
12647.0,8,35,6746,17603.2,32.41841620626151,240,Germany,0.0
12648.0,84,4,518,1112.0,17.107692307692307,38,Germany,0.0
12649.0,37,8,1959,2294.65,19.446186440677966,94,Germany,0.0
12651.0,264,4,265,377.75,12.591666666666667,30,France,0.0
12652.0,261,2,536,1017.03,19.941764705882353,51,Germany,0.0
12653.0,78,3,1681,4160.83,48.38174418604651,76,Israel,0.0
12654.0,127,3,151,337.75,15.352272727272727,19,Germany,0.0
12655.0,353,1,80,261.35,16.334375,16,France,0.0
12656.0,2,7,2685,5822.08,26.584840182648403,157,France,0.0
12657.0,8,1,259,618.44,22.087142857142858,28,France,42.5
12661.0,366,1,216,162.0,14.727272727272727,11,Sweden,0.0
12662.0,37,16,2923,5791.900000000001,17.393093093093096,135,Germany,521.62
12663.0,554,2,181,239.4,23.94,9,Germany,0.0
12664.0,17,6,870,3465.2400000000002,115.50800000000001,10,Finland,644.8000000000001
12665.0,254,3,165,313.6,18.447058823529414,13,Germany,0.0
12666.0,324,1,370,1248.42,40.27161290322581,31,Israel,0.0
12668.0,189,9,4776,10562.0,21.08183632734531,258,Germany,0.0
12669.0,80,3,1115,2744.0299999999997,27.168613861386135,98,France,0.0
12670.0,28,5,991,2398.71,29.613703703703703,54,France,0.0
12671.0,536,1,1460,2622.481,58.27735555555556,45,Germany,0.0
12672.0,259,2,138,437.05,19.865909090909092,22,France,0.0
12673.0,256,2,520,840.4,15.28,52,Germany,0.0
12674.0,21,3,787,1402.0,23.76271186440678,42,France,0.0
12675.0,483,2,337,958.5,8.482300884955752,111,Italy,0.0
12676.0,0,10,1800,2661.43,26.88313131313131,63,Sweden,0.0
12677.0,485,2,176,395.1,18.814285714285717,13,France,0.0
12678.0,8,19,17131,25333.22,80.67904458598727,188,France,8947.96
12679.0,17,3,480,1000.7,21.754347826086956,43,France,112.32000000000001
12680.0,3,3,338,613.36,16.5772972972973,29,France,0.0
12681.0,7,39,15958,27737.86,20.715354742345035,428,France,612.11
12682.0,11,43,9316,20544.9,22.777050997782705,293,France,426.58
12683.0,22,18,6676,10842.4,23.21713062098501,224,France,1056.9
12684.0,100,4,1274,1379.48,23.784137931034483,37,France,247.76
12685.0,5,3,1029,1829.02,17.58673076923077,90,France,620.94
12686.0,301,1,214,178.28,12.734285714285715,7,France,0.0
12687.0,410,2,1403,2138.91,16.97547619047619,126,Sweden,0.0
12688.0,43,1,3028,4873.8099999999995,28.501812865497072,171,Israel,0.0
12689.0,57,1,281,511.03,15.030294117647058,34,France,0.0
12690.0,135,1,106,389.01,24.313125,16,France,0.0
12691.0,75,5,249,690.9,24.675,20,France,303.1
12692.0,567,1,36,110.95,8.534615384615385,13,France,0.0
12693.0,57,7,536,1703.02,21.557215189873418,63,Germany,0.0
12694.0,0,3,1355,1843.35,22.209036144578313,69,France,0.0
12695.0,37,5,406,1158.92,22.723921568627453,41,France,163.1
12696.0,364,2,564,851.91,17.38591836734694,43,Finland,0.0
12697.0,61,2,359,733.91,25.307241379310344,27,Sweden,0.0
12698.0,520,1,111,339.75,21.234375,16,Germany,0.0
12699.0,347,1,373,638.11,15.563658536585367,41,Germany,0.0
12700.0,86,2,1376,2149.05,17.61516393442623,110,France,1476.19
12701.0,9,6,1727,2446.41,16.642244897959184,118,Germany,0.0
12703.0,1,4,595,1006.53,13.601756756756757,56,Germany,0.0
12704.0,8,4,603,1346.47,20.71492307692308,51,Finland,0.0
12705.0,7,10,6251,9898.95,19.44783889980354,290,Germany,968.45
12707.0,221,1,256,603.42,18.285454545454545,33,France,0.0
12708.0,2,16,2368,5000.33,17.124417808219178,125,Germany,0.0
12709.0,1,31,13223,29412.44,64.64272527472527,189,Germany,801.8000000000001
12710.0,26,3,851,1149.02,14.922337662337663,75,Germany,0.0
12711.0,541,2,770,1339.05,22.3175,56,Germany,0.0
12712.0,36,19,2230,6710.610000000001,26.111322957198446,123,Germany,250.40000000000003
12714.0,36,11,7963,12774.55,20.341640127388533,402,France,0.0
12715.0,36,1,197,353.86,16.85047619047619,20,Sweden,0.0
12716.0,63,1,503,677.9,15.064444444444444,45,France,0.0
12717.0,81,3,600,1308.91,18.435352112676057,60,Greece,0.0
12718.0,1,1,203,238.25,12.539473684210526,19,France,0.0
12720.0,10,23,4833,6307.26,15.689701492537313,231,Germany,648.88
12721.0,9,7,2246,3398.76,16.660588235294117,157,France,0.0
12722.0,15,4,566,997.63,18.82320754716981,50,France,0.0
12724.0,11,6,1304,2109.2799999999997,17.432066115702476,90,France,0.0
12725.0,301,4,1306,2694.56,20.727384615384615,92,Italy,0.0
12726.0,16,10,3855,3230.14,22.588391608391607,59,France,0.0
12727.0,25,9,2490,5036.53,27.98072222222222,114,France,0.0
12728.0,1,5,543,1070.17,17.54377049180328,48,France,0.0
12729.0,43,1,233,453.01,17.423461538461538,26,France,0.0
12730.0,451,1,234,829.25,17.643617021276597,47,Germany,0.0
12731.0,0,15,10413,21774.45,61.336478873239436,133,France,2503.74
12732.0,109,1,111,236.26000000000002,19.688333333333336,12,France,0.0
12733.0,164,4,896,2424.87,15.445031847133757,117,USA,0.0
12734.0,282,3,265,639.65,33.66578947368421,17,France,0.0
12735.0,245,2,368,779.5699999999999,18.12953488372093,38,France,0.0
12736.0,262,1,173,234.0,58.5,4,France,0.0
12737.0,428,2,2,3710.5,1855.25,2,France,0.0
12738.0,302,1,296,310.7,14.122727272727273,11,Germany,0.0
12739.0,8,4,951,2726.73,30.63741573033708,85,United Arab Emirates,0.0
12741.0,459,2,214,406.07,25.379375,16,USA,0.0
12742.0,555,1,1359,1201.52,17.933134328358207,67,United Arab Emirates,0.0
12743.0,64,2,319,546.43,4.077835820895522,114,Unspecified,0.0
12744.0,74,9,6393,18249.74,59.835213114754104,232,Singapore,7067.32
12745.0,416,3,468,925.41,40.235217391304346,21,EIRE,0.0
12746.0,470,1,97,254.55,14.973529411764707,17,United Kingdom,0.0
12747.0,39,23,2345,7849.93,35.04433035714286,79,United Kingdom,675.38
12748.0,0,266,26736,42597.05,8.48546812749004,1926,United Kingdom,2292.84
12749.0,60,7,1969,5561.71,20.830374531835208,219,United Kingdom,0.0
12750.0,58,1,137,275.88,18.392,15,Poland,0.0
12751.0,374,1,189,268.27,4.326935483870967,61,Brazil,0.0
12752.0,11,1,2262,4366.78,82.3920754716981,53,Norway,0.0
12753.0,65,5,9211,16620.91,100.12596385542169,114,Japan,0.0
12754.0,165,3,6481,3010.74,47.78952380952381,49,Japan,0.0
12755.0,210,11,3781,9030.66,141.1040625,34,Japan,0.0
12756.0,16,1,144,112.07999999999998,28.019999999999996,4,Japan,0.0
12757.0,72,7,918,5281.08,43.287540983606554,89,Portugal,1880.52
12758.0,46,7,6155,9903.24,31.639744408945685,187,Portugal,0.0
12759.0,101,7,2930,4571.82,16.746593406593405,188,Netherlands,448.92
12760.0,385,1,198,347.8,16.561904761904763,21,Netherlands,0.0
12761.0,387,2,281,782.95,28.99814814814815,27,Netherlands,0.0
12763.0,68,2,512,814.16,23.945882352941176,16,Japan,0.0
12764.0,246,1,386,1693.88,37.64177777777778,45,Lebanon,0.0
12765.0,402,6,1009,1404.58,20.65558823529412,49,Netherlands,0.0
12766.0,79,7,4295,8030.84,21.588279569892475,217,Portugal,1319.01
12767.0,305,1,598,949.82,22.088837209302326,43,Korea,0.0
12768.0,380,1,102,168.69000000000003,16.869000000000003,10,Korea,0.0
12769.0,168,1,356,1143.6,35.7375,32,Brazil,0.0
12770.0,140,2,1843,3246.45,115.94464285714285,19,Japan,0.0
12771.0,415,1,104,282.3,18.82,15,Portugal,0.0
12773.0,494,1,109,124.25,20.708333333333332,6,Portugal,0.0
12774.0,465,1,53,98.7,16.45,6,Netherlands,0.0
12775.0,119,6,946,1464.76,21.862089552238807,45,Netherlands,0.0
12776.0,597,1,46,55.5,13.875,4,Portugal,0.0
12777.0,387,1,458,519.45,19.978846153846156,26,United Kingdom,0.0
12778.0,113,7,1368,1445.51,15.215894736842106,66,Netherlands,171.93
12779.0,119,13,3002,5740.32,24.742758620689653,123,Poland,0.0
12780.0,528,1,285,337.4,16.869999999999997,20,Netherlands,0.0
12781.0,214,1,346,549.26,36.617333333333335,15,Czech Republic,277.48
12782.0,79,10,1889,4365.99,20.497605633802817,135,Portugal,0.0
12783.0,5,1,176,339.02,18.834444444444443,18,Portugal,1264.05
12784.0,459,1,582,1230.33,17.087916666666665,72,Portugal,0.0
12785.0,294,3,453,1100.4,19.650000000000002,42,Portugal,0.0
12786.0,539,1,324,728.5,40.47222222222222,18,Netherlands,0.0
12787.0,21,3,459,743.18,18.5795,28,Netherlands,0.0
12788.0,393,4,194,444.9,17.111538461538462,20,Netherlands,0.0
12789.0,442,2,32,181.5,45.375,2,Netherlands,91.85
12790.0,122,2,306,591.85,15.995945945945946,36,Netherlands,0.0
12791.0,303,6,450,1056.1100000000001,35.20366666666667,17,Netherlands,0.0
12792.0,186,2,394,827.01,17.59595744680851,39,Portugal,0.0
12793.0,264,3,526,1017.33,19.94764705882353,34,Portugal,0.0
12794.0,28,1,227,317.0,15.85,20,Portugal,543.41
12796.0,558,1,182,381.0,54.42857142857143,7,Netherlands,0.0
12797.0,295,2,333,806.11,18.746744186046513,27,Portugal,0.0
12798.0,100,2,5455,3140.93,101.32032258064515,27,Japan,1718.4
12799.0,459,1,137,219.35,14.623333333333333,15,Japan,0.0
12800.0,400,3,284,584.25,17.183823529411764,31,Portugal,0.0
12801.0,430,1,505,1071.82,21.4364,50,Sweden,0.0
